Lfd_Nr,Sat_head_indicator,Sat_indicator,Sat_unit
1629,Emissions (EDGAR),'hfc_365mfc_1A2_EDGAR_consistent',kilotonnes
1630,Emissions (EDGAR),'hfc_365mfc_1A2a_EDGAR_consistent',kilotonnes
1631,Emissions (EDGAR),'hfc_365mfc_1A2b_EDGAR_consistent',kilotonnes
1632,Emissions (EDGAR),'hfc_365mfc_1A2c_EDGAR_consistent',kilotonnes
1633,Emissions (EDGAR),'hfc_365mfc_1A2d_EDGAR_consistent',kilotonnes
1634,Emissions (EDGAR),'hfc_365mfc_1A2e_EDGAR_consistent',kilotonnes
1635,Emissions (EDGAR),'hfc_365mfc_1A2f_EDGAR_consistent',kilotonnes
1636,Emissions (EDGAR),'hfc_365mfc_1A2g_EDGAR_consistent',kilotonnes
1637,Emissions (EDGAR),'hfc_365mfc_1A2h_EDGAR_consistent',kilotonnes
1638,Emissions (EDGAR),'hfc_365mfc_1A2i_EDGAR_consistent',kilotonnes
1639,Emissions (EDGAR),'hfc_365mfc_1A2j_EDGAR_consistent',kilotonnes
1640,Emissions (EDGAR),'hfc_365mfc_1A2k_EDGAR_consistent',kilotonnes
1641,Emissions (EDGAR),'hfc_365mfc_1A2l_EDGAR_consistent',kilotonnes
1642,Emissions (EDGAR),'hfc_365mfc_1A2m_EDGAR_consistent',kilotonnes
1643,Emissions (EDGAR),'hfc_365mfc_1A3b_EDGAR_consistent',kilotonnes
1644,Emissions (EDGAR),'hfc_365mfc_1A3b_noRES_EDGAR_consistent',kilotonnes
1645,Emissions (EDGAR),'hfc_365mfc_1A3b_RES_EDGAR_consistent',kilotonnes
1646,Emissions (EDGAR),'hfc_365mfc_1A3a_EDGAR_consistent',kilotonnes
1647,Emissions (EDGAR),'hfc_365mfc_1A3c_EDGAR_consistent',kilotonnes
1648,Emissions (EDGAR),'hfc_365mfc_1A3d_EDGAR_consistent',kilotonnes
1649,Emissions (EDGAR),'hfc_365mfc_1A3e_EDGAR_consistent',kilotonnes
1650,Emissions (EDGAR),'hfc_365mfc_1A4_EDGAR_consistent',kilotonnes
1651,Emissions (EDGAR),'hfc_365mfc_1A4a_EDGAR_consistent',kilotonnes
1652,Emissions (EDGAR),'hfc_365mfc_1A4b_EDGAR_consistent',kilotonnes
1653,Emissions (EDGAR),'hfc_365mfc_1A4ci_EDGAR_consistent',kilotonnes
1654,Emissions (EDGAR),'hfc_365mfc_1A4cii_EDGAR_consistent',kilotonnes
1655,Emissions (EDGAR),'hfc_365mfc_1A4ciii_EDGAR_consistent',kilotonnes
1656,Emissions (EDGAR),'hfc_365mfc_1A5_EDGAR_consistent',kilotonnes
1657,Emissions (EDGAR),'hfc_365mfc_1B1_EDGAR_consistent',kilotonnes
1658,Emissions (EDGAR),'hfc_365mfc_1B2_EDGAR_consistent',kilotonnes
1659,Emissions (EDGAR),'hfc_365mfc_2A1_EDGAR_consistent',kilotonnes
1660,Emissions (EDGAR),'hfc_365mfc_2A2_EDGAR_consistent',kilotonnes
1661,Emissions (EDGAR),'hfc_365mfc_2A3_EDGAR_consistent',kilotonnes
1662,Emissions (EDGAR),'hfc_365mfc_2A4_EDGAR_consistent',kilotonnes
1663,Emissions (EDGAR),'hfc_365mfc_2B_EDGAR_consistent',kilotonnes
1664,Emissions (EDGAR),'hfc_365mfc_2C_EDGAR_consistent',kilotonnes
1665,Emissions (EDGAR),'hfc_365mfc_2D_EDGAR_consistent',kilotonnes
1666,Emissions (EDGAR),'hfc_365mfc_2E_EDGAR_consistent',kilotonnes
1667,Emissions (EDGAR),'hfc_365mfc_2F_EDGAR_consistent',kilotonnes
1668,Emissions (EDGAR),'hfc_365mfc_2G_EDGAR_consistent',kilotonnes
1669,Emissions (EDGAR),'hfc_365mfc_2H_EDGAR_consistent',kilotonnes
1670,Emissions (EDGAR),'hfc_365mfc_3A1_EDGAR_consistent',kilotonnes
1671,Emissions (EDGAR),'hfc_365mfc_3A2_EDGAR_consistent',kilotonnes
1672,Emissions (EDGAR),'hfc_365mfc_3B1_EDGAR_consistent',kilotonnes
1673,Emissions (EDGAR),'hfc_365mfc_3B2_EDGAR_consistent',kilotonnes
1674,Emissions (EDGAR),'hfc_365mfc_3B3_EDGAR_consistent',kilotonnes
1675,Emissions (EDGAR),'hfc_365mfc_3B4&6_EDGAR_consistent',kilotonnes
1676,Emissions (EDGAR),'hfc_365mfc_3B5_EDGAR_consistent',kilotonnes
1677,Emissions (EDGAR),'hfc_365mfc_3C1_EDGAR_consistent',kilotonnes
1678,Emissions (EDGAR),'hfc_365mfc_3C1a_EDGAR_consistent',kilotonnes
1679,Emissions (EDGAR),'hfc_365mfc_3C1b_EDGAR_consistent',kilotonnes
1680,Emissions (EDGAR),'hfc_365mfc_3C1c_EDGAR_consistent',kilotonnes
1681,Emissions (EDGAR),'hfc_365mfc_3C1d_EDGAR_consistent',kilotonnes
1682,Emissions (EDGAR),'hfc_365mfc_3C2_EDGAR_consistent',kilotonnes
1683,Emissions (EDGAR),'hfc_365mfc_3C3_EDGAR_consistent',kilotonnes
1684,Emissions (EDGAR),'hfc_365mfc_3C4_EDGAR_consistent',kilotonnes
1685,Emissions (EDGAR),'hfc_365mfc_3C5_EDGAR_consistent',kilotonnes
1686,Emissions (EDGAR),'hfc_365mfc_3C6_EDGAR_consistent',kilotonnes
1687,Emissions (EDGAR),'hfc_365mfc_3C7_EDGAR_consistent',kilotonnes
1688,Emissions (EDGAR),'hfc_365mfc_3C8_EDGAR_consistent',kilotonnes
1689,Emissions (EDGAR),'hfc_365mfc_4A_EDGAR_consistent',kilotonnes
1690,Emissions (EDGAR),'hfc_365mfc_4B_EDGAR_consistent',kilotonnes
1691,Emissions (EDGAR),'hfc_365mfc_4C_EDGAR_consistent',kilotonnes
1692,Emissions (EDGAR),'hfc_365mfc_4D_EDGAR_consistent',kilotonnes
1693,Emissions (EDGAR),'hfc_365mfc_4E_EDGAR_consistent',kilotonnes
1694,Emissions (EDGAR),'hfc_365mfc_5B_EDGAR_consistent',kilotonnes
1695,Emissions (EDGAR),'hfc_365mfc_5A_EDGAR_consistent',kilotonnes
1696,Emissions (EDGAR),'nf3_total_EDGAR_consistent',kilotonnes
1697,Emissions (EDGAR),'nf3_1A1a_EDGAR_consistent',kilotonnes
1698,Emissions (EDGAR),'nf3_1A1bc_EDGAR_consistent',kilotonnes
1699,Emissions (EDGAR),'nf3_1A1b_EDGAR_consistent',kilotonnes
1700,Emissions (EDGAR),'nf3_1A1ci_EDGAR_consistent',kilotonnes
1701,Emissions (EDGAR),'nf3_1A1cii_EDGAR_consistent',kilotonnes
1702,Emissions (EDGAR),'nf3_1A2_EDGAR_consistent',kilotonnes
1703,Emissions (EDGAR),'nf3_1A2a_EDGAR_consistent',kilotonnes
1704,Emissions (EDGAR),'nf3_1A2b_EDGAR_consistent',kilotonnes
1705,Emissions (EDGAR),'nf3_1A2c_EDGAR_consistent',kilotonnes
1706,Emissions (EDGAR),'nf3_1A2d_EDGAR_consistent',kilotonnes
1707,Emissions (EDGAR),'nf3_1A2e_EDGAR_consistent',kilotonnes
1708,Emissions (EDGAR),'nf3_1A2f_EDGAR_consistent',kilotonnes
1709,Emissions (EDGAR),'nf3_1A2g_EDGAR_consistent',kilotonnes
1710,Emissions (EDGAR),'nf3_1A2h_EDGAR_consistent',kilotonnes
1711,Emissions (EDGAR),'nf3_1A2i_EDGAR_consistent',kilotonnes
1712,Emissions (EDGAR),'nf3_1A2j_EDGAR_consistent',kilotonnes
1713,Emissions (EDGAR),'nf3_1A2k_EDGAR_consistent',kilotonnes
1714,Emissions (EDGAR),'nf3_1A2l_EDGAR_consistent',kilotonnes
1715,Emissions (EDGAR),'nf3_1A2m_EDGAR_consistent',kilotonnes
1716,Emissions (EDGAR),'nf3_1A3b_EDGAR_consistent',kilotonnes
1717,Emissions (EDGAR),'nf3_1A3b_noRES_EDGAR_consistent',kilotonnes
1718,Emissions (EDGAR),'nf3_1A3b_RES_EDGAR_consistent',kilotonnes
1719,Emissions (EDGAR),'nf3_1A3a_EDGAR_consistent',kilotonnes
1720,Emissions (EDGAR),'nf3_1A3c_EDGAR_consistent',kilotonnes
1721,Emissions (EDGAR),'nf3_1A3d_EDGAR_consistent',kilotonnes
1722,Emissions (EDGAR),'nf3_1A3e_EDGAR_consistent',kilotonnes
1723,Emissions (EDGAR),'nf3_1A4_EDGAR_consistent',kilotonnes
1724,Emissions (EDGAR),'nf3_1A4a_EDGAR_consistent',kilotonnes
1725,Emissions (EDGAR),'nf3_1A4b_EDGAR_consistent',kilotonnes
1726,Emissions (EDGAR),'nf3_1A4ci_EDGAR_consistent',kilotonnes
1727,Emissions (EDGAR),'nf3_1A4cii_EDGAR_consistent',kilotonnes
1728,Emissions (EDGAR),'nf3_1A4ciii_EDGAR_consistent',kilotonnes
1729,Emissions (EDGAR),'nf3_1A5_EDGAR_consistent',kilotonnes
1730,Emissions (EDGAR),'nf3_1B1_EDGAR_consistent',kilotonnes
1731,Emissions (EDGAR),'nf3_1B2_EDGAR_consistent',kilotonnes
1732,Emissions (EDGAR),'nf3_2A1_EDGAR_consistent',kilotonnes
1733,Emissions (EDGAR),'nf3_2A2_EDGAR_consistent',kilotonnes
1734,Emissions (EDGAR),'nf3_2A3_EDGAR_consistent',kilotonnes
1735,Emissions (EDGAR),'nf3_2A4_EDGAR_consistent',kilotonnes
1736,Emissions (EDGAR),'nf3_2B_EDGAR_consistent',kilotonnes
1737,Emissions (EDGAR),'nf3_2C_EDGAR_consistent',kilotonnes
1738,Emissions (EDGAR),'nf3_2D_EDGAR_consistent',kilotonnes
1739,Emissions (EDGAR),'nf3_2E_EDGAR_consistent',kilotonnes
1740,Emissions (EDGAR),'nf3_2F_EDGAR_consistent',kilotonnes
1741,Emissions (EDGAR),'nf3_2G_EDGAR_consistent',kilotonnes
1742,Emissions (EDGAR),'nf3_2H_EDGAR_consistent',kilotonnes
1743,Emissions (EDGAR),'nf3_3A1_EDGAR_consistent',kilotonnes
1744,Emissions (EDGAR),'nf3_3A2_EDGAR_consistent',kilotonnes
1745,Emissions (EDGAR),'nf3_3B1_EDGAR_consistent',kilotonnes
1746,Emissions (EDGAR),'nf3_3B2_EDGAR_consistent',kilotonnes
1747,Emissions (EDGAR),'nf3_3B3_EDGAR_consistent',kilotonnes
1748,Emissions (EDGAR),'nf3_3B4&6_EDGAR_consistent',kilotonnes
1749,Emissions (EDGAR),'nf3_3B5_EDGAR_consistent',kilotonnes
1750,Emissions (EDGAR),'nf3_3C1_EDGAR_consistent',kilotonnes
1751,Emissions (EDGAR),'nf3_3C1a_EDGAR_consistent',kilotonnes
1752,Emissions (EDGAR),'nf3_3C1b_EDGAR_consistent',kilotonnes
1753,Emissions (EDGAR),'nf3_3C1c_EDGAR_consistent',kilotonnes
1754,Emissions (EDGAR),'nf3_3C1d_EDGAR_consistent',kilotonnes
1755,Emissions (EDGAR),'nf3_3C2_EDGAR_consistent',kilotonnes
1756,Emissions (EDGAR),'nf3_3C3_EDGAR_consistent',kilotonnes
1757,Emissions (EDGAR),'nf3_3C4_EDGAR_consistent',kilotonnes
1758,Emissions (EDGAR),'nf3_3C5_EDGAR_consistent',kilotonnes
1759,Emissions (EDGAR),'nf3_3C6_EDGAR_consistent',kilotonnes
1760,Emissions (EDGAR),'nf3_3C7_EDGAR_consistent',kilotonnes
1761,Emissions (EDGAR),'nf3_3C8_EDGAR_consistent',kilotonnes
1762,Emissions (EDGAR),'nf3_4A_EDGAR_consistent',kilotonnes
1763,Emissions (EDGAR),'nf3_4B_EDGAR_consistent',kilotonnes
1764,Emissions (EDGAR),'nf3_4C_EDGAR_consistent',kilotonnes
1765,Emissions (EDGAR),'nf3_4D_EDGAR_consistent',kilotonnes
1766,Emissions (EDGAR),'nf3_4E_EDGAR_consistent',kilotonnes
1767,Emissions (EDGAR),'nf3_5B_EDGAR_consistent',kilotonnes
1768,Emissions (EDGAR),'nf3_5A_EDGAR_consistent',kilotonnes
1769,Emissions (EDGAR),'sf6_total_EDGAR_consistent',kilotonnes
1770,Emissions (EDGAR),'sf6_1A1a_EDGAR_consistent',kilotonnes
1771,Emissions (EDGAR),'sf6_1A1bc_EDGAR_consistent',kilotonnes
1772,Emissions (EDGAR),'sf6_1A1b_EDGAR_consistent',kilotonnes
1773,Emissions (EDGAR),'sf6_1A1ci_EDGAR_consistent',kilotonnes
1774,Emissions (EDGAR),'sf6_1A1cii_EDGAR_consistent',kilotonnes
1775,Emissions (EDGAR),'sf6_1A2_EDGAR_consistent',kilotonnes
1776,Emissions (EDGAR),'sf6_1A2a_EDGAR_consistent',kilotonnes
1777,Emissions (EDGAR),'sf6_1A2b_EDGAR_consistent',kilotonnes
1778,Emissions (EDGAR),'sf6_1A2c_EDGAR_consistent',kilotonnes
1779,Emissions (EDGAR),'sf6_1A2d_EDGAR_consistent',kilotonnes
1780,Emissions (EDGAR),'sf6_1A2e_EDGAR_consistent',kilotonnes
1781,Emissions (EDGAR),'sf6_1A2f_EDGAR_consistent',kilotonnes
1782,Emissions (EDGAR),'sf6_1A2g_EDGAR_consistent',kilotonnes
1783,Emissions (EDGAR),'sf6_1A2h_EDGAR_consistent',kilotonnes
1784,Emissions (EDGAR),'sf6_1A2i_EDGAR_consistent',kilotonnes
1785,Emissions (EDGAR),'sf6_1A2j_EDGAR_consistent',kilotonnes
1786,Emissions (EDGAR),'sf6_1A2k_EDGAR_consistent',kilotonnes
1787,Emissions (EDGAR),'sf6_1A2l_EDGAR_consistent',kilotonnes
1788,Emissions (EDGAR),'sf6_1A2m_EDGAR_consistent',kilotonnes
1789,Emissions (EDGAR),'sf6_1A3b_EDGAR_consistent',kilotonnes
1790,Emissions (EDGAR),'sf6_1A3b_noRES_EDGAR_consistent',kilotonnes
1791,Emissions (EDGAR),'sf6_1A3b_RES_EDGAR_consistent',kilotonnes
1792,Emissions (EDGAR),'sf6_1A3a_EDGAR_consistent',kilotonnes
1793,Emissions (EDGAR),'sf6_1A3c_EDGAR_consistent',kilotonnes
1794,Emissions (EDGAR),'sf6_1A3d_EDGAR_consistent',kilotonnes
1795,Emissions (EDGAR),'sf6_1A3e_EDGAR_consistent',kilotonnes
1796,Emissions (EDGAR),'sf6_1A4_EDGAR_consistent',kilotonnes
1797,Emissions (EDGAR),'sf6_1A4a_EDGAR_consistent',kilotonnes
1798,Emissions (EDGAR),'sf6_1A4b_EDGAR_consistent',kilotonnes
1799,Emissions (EDGAR),'sf6_1A4ci_EDGAR_consistent',kilotonnes
1800,Emissions (EDGAR),'sf6_1A4cii_EDGAR_consistent',kilotonnes
1801,Emissions (EDGAR),'sf6_1A4ciii_EDGAR_consistent',kilotonnes
1802,Emissions (EDGAR),'sf6_1A5_EDGAR_consistent',kilotonnes
1803,Emissions (EDGAR),'sf6_1B1_EDGAR_consistent',kilotonnes
1804,Emissions (EDGAR),'sf6_1B2_EDGAR_consistent',kilotonnes
1805,Emissions (EDGAR),'sf6_2A1_EDGAR_consistent',kilotonnes
1806,Emissions (EDGAR),'sf6_2A2_EDGAR_consistent',kilotonnes
1807,Emissions (EDGAR),'sf6_2A3_EDGAR_consistent',kilotonnes
1808,Emissions (EDGAR),'sf6_2A4_EDGAR_consistent',kilotonnes
1809,Emissions (EDGAR),'sf6_2B_EDGAR_consistent',kilotonnes
1810,Emissions (EDGAR),'sf6_2C_EDGAR_consistent',kilotonnes
1811,Emissions (EDGAR),'sf6_2D_EDGAR_consistent',kilotonnes
1812,Emissions (EDGAR),'sf6_2E_EDGAR_consistent',kilotonnes
1813,Emissions (EDGAR),'sf6_2F_EDGAR_consistent',kilotonnes
1814,Emissions (EDGAR),'sf6_2G_EDGAR_consistent',kilotonnes
1815,Emissions (EDGAR),'sf6_2H_EDGAR_consistent',kilotonnes
1816,Emissions (EDGAR),'sf6_3A1_EDGAR_consistent',kilotonnes
1817,Emissions (EDGAR),'sf6_3A2_EDGAR_consistent',kilotonnes
1818,Emissions (EDGAR),'sf6_3B1_EDGAR_consistent',kilotonnes
1819,Emissions (EDGAR),'sf6_3B2_EDGAR_consistent',kilotonnes
1820,Emissions (EDGAR),'sf6_3B3_EDGAR_consistent',kilotonnes
1821,Emissions (EDGAR),'sf6_3B4&6_EDGAR_consistent',kilotonnes
1822,Emissions (EDGAR),'sf6_3B5_EDGAR_consistent',kilotonnes
1823,Emissions (EDGAR),'sf6_3C1_EDGAR_consistent',kilotonnes
1824,Emissions (EDGAR),'sf6_3C1a_EDGAR_consistent',kilotonnes
1825,Emissions (EDGAR),'sf6_3C1b_EDGAR_consistent',kilotonnes
1826,Emissions (EDGAR),'sf6_3C1c_EDGAR_consistent',kilotonnes
1827,Emissions (EDGAR),'sf6_3C1d_EDGAR_consistent',kilotonnes
1828,Emissions (EDGAR),'sf6_3C2_EDGAR_consistent',kilotonnes
1829,Emissions (EDGAR),'sf6_3C3_EDGAR_consistent',kilotonnes
1830,Emissions (EDGAR),'sf6_3C4_EDGAR_consistent',kilotonnes
1831,Emissions (EDGAR),'sf6_3C5_EDGAR_consistent',kilotonnes
1832,Emissions (EDGAR),'sf6_3C6_EDGAR_consistent',kilotonnes
1833,Emissions (EDGAR),'sf6_3C7_EDGAR_consistent',kilotonnes
1834,Emissions (EDGAR),'sf6_3C8_EDGAR_consistent',kilotonnes
1835,Emissions (EDGAR),'sf6_4A_EDGAR_consistent',kilotonnes
1836,Emissions (EDGAR),'sf6_4B_EDGAR_consistent',kilotonnes
1837,Emissions (EDGAR),'sf6_4C_EDGAR_consistent',kilotonnes
1838,Emissions (EDGAR),'sf6_4D_EDGAR_consistent',kilotonnes
1839,Emissions (EDGAR),'sf6_4E_EDGAR_consistent',kilotonnes
1840,Emissions (EDGAR),'sf6_5B_EDGAR_consistent',kilotonnes
1841,Emissions (EDGAR),'sf6_5A_EDGAR_consistent',kilotonnes
1842,Emissions (EDGAR),'co2_excl_short_cycle_org_c_total_EDGAR_consistent',kilotonnes
1843,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A1a_EDGAR_consistent',kilotonnes
1844,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A1bc_EDGAR_consistent',kilotonnes
1845,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A1b_EDGAR_consistent',kilotonnes
1846,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A1ci_EDGAR_consistent',kilotonnes
1847,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A1cii_EDGAR_consistent',kilotonnes
1848,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2_EDGAR_consistent',kilotonnes
1849,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2a_EDGAR_consistent',kilotonnes
1850,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2b_EDGAR_consistent',kilotonnes
1851,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2c_EDGAR_consistent',kilotonnes
1852,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2d_EDGAR_consistent',kilotonnes
1853,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2e_EDGAR_consistent',kilotonnes
1854,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2f_EDGAR_consistent',kilotonnes
1855,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2g_EDGAR_consistent',kilotonnes
1856,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2h_EDGAR_consistent',kilotonnes
1857,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2i_EDGAR_consistent',kilotonnes
1858,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2j_EDGAR_consistent',kilotonnes
1859,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2k_EDGAR_consistent',kilotonnes
1860,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2l_EDGAR_consistent',kilotonnes
1861,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A2m_EDGAR_consistent',kilotonnes
1862,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3b_EDGAR_consistent',kilotonnes
1863,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3b_noRES_EDGAR_consistent',kilotonnes
1864,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3b_RES_EDGAR_consistent',kilotonnes
1865,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3a_EDGAR_consistent',kilotonnes
1866,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3c_EDGAR_consistent',kilotonnes
1867,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3d_EDGAR_consistent',kilotonnes
1868,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A3e_EDGAR_consistent',kilotonnes
1869,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4_EDGAR_consistent',kilotonnes
1870,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4a_EDGAR_consistent',kilotonnes
1871,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4b_EDGAR_consistent',kilotonnes
1872,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4ci_EDGAR_consistent',kilotonnes
1873,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4cii_EDGAR_consistent',kilotonnes
1874,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A4ciii_EDGAR_consistent',kilotonnes
1875,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1A5_EDGAR_consistent',kilotonnes
1876,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1B1_EDGAR_consistent',kilotonnes
1877,Emissions (EDGAR),'co2_excl_short_cycle_org_c_1B2_EDGAR_consistent',kilotonnes
1878,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2A1_EDGAR_consistent',kilotonnes
1879,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2A2_EDGAR_consistent',kilotonnes
1880,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2A3_EDGAR_consistent',kilotonnes
1881,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2A4_EDGAR_consistent',kilotonnes
1882,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2B_EDGAR_consistent',kilotonnes
1883,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2C_EDGAR_consistent',kilotonnes
1884,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2D_EDGAR_consistent',kilotonnes
1885,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2E_EDGAR_consistent',kilotonnes
1886,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2F_EDGAR_consistent',kilotonnes
1887,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2G_EDGAR_consistent',kilotonnes
1888,Emissions (EDGAR),'co2_excl_short_cycle_org_c_2H_EDGAR_consistent',kilotonnes
1889,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3A1_EDGAR_consistent',kilotonnes
1890,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3A2_EDGAR_consistent',kilotonnes
1891,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3B1_EDGAR_consistent',kilotonnes
1892,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3B2_EDGAR_consistent',kilotonnes
1893,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3B3_EDGAR_consistent',kilotonnes
1894,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3B4&6_EDGAR_consistent',kilotonnes
1895,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3B5_EDGAR_consistent',kilotonnes
1896,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C1_EDGAR_consistent',kilotonnes
1897,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C1a_EDGAR_consistent',kilotonnes
1898,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C1b_EDGAR_consistent',kilotonnes
1899,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C1c_EDGAR_consistent',kilotonnes
1900,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C1d_EDGAR_consistent',kilotonnes
1901,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C2_EDGAR_consistent',kilotonnes
1902,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C3_EDGAR_consistent',kilotonnes
1903,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C4_EDGAR_consistent',kilotonnes
1904,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C5_EDGAR_consistent',kilotonnes
1905,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C6_EDGAR_consistent',kilotonnes
1906,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C7_EDGAR_consistent',kilotonnes
1907,Emissions (EDGAR),'co2_excl_short_cycle_org_c_3C8_EDGAR_consistent',kilotonnes
1908,Emissions (EDGAR),'co2_excl_short_cycle_org_c_4A_EDGAR_consistent',kilotonnes
1909,Emissions (EDGAR),'co2_excl_short_cycle_org_c_4B_EDGAR_consistent',kilotonnes
1910,Emissions (EDGAR),'co2_excl_short_cycle_org_c_4C_EDGAR_consistent',kilotonnes
1911,Emissions (EDGAR),'co2_excl_short_cycle_org_c_4D_EDGAR_consistent',kilotonnes
1912,Emissions (EDGAR),'co2_excl_short_cycle_org_c_4E_EDGAR_consistent',kilotonnes
1913,Emissions (EDGAR),'co2_excl_short_cycle_org_c_5B_EDGAR_consistent',kilotonnes
1914,Emissions (EDGAR),'co2_excl_short_cycle_org_c_5A_EDGAR_consistent',kilotonnes
1915,Emissions (EDGAR),'co2_org_short_cycle_c_total_EDGAR_consistent',kilotonnes
1916,Emissions (EDGAR),'co2_org_short_cycle_c_1A1a_EDGAR_consistent',kilotonnes
1917,Emissions (EDGAR),'co2_org_short_cycle_c_1A1bc_EDGAR_consistent',kilotonnes
1918,Emissions (EDGAR),'co2_org_short_cycle_c_1A1b_EDGAR_consistent',kilotonnes
1919,Emissions (EDGAR),'co2_org_short_cycle_c_1A1ci_EDGAR_consistent',kilotonnes
1920,Emissions (EDGAR),'co2_org_short_cycle_c_1A1cii_EDGAR_consistent',kilotonnes
1921,Emissions (EDGAR),'co2_org_short_cycle_c_1A2_EDGAR_consistent',kilotonnes
1922,Emissions (EDGAR),'co2_org_short_cycle_c_1A2a_EDGAR_consistent',kilotonnes
1923,Emissions (EDGAR),'co2_org_short_cycle_c_1A2b_EDGAR_consistent',kilotonnes
1924,Emissions (EDGAR),'co2_org_short_cycle_c_1A2c_EDGAR_consistent',kilotonnes
1925,Emissions (EDGAR),'co2_org_short_cycle_c_1A2d_EDGAR_consistent',kilotonnes
1926,Emissions (EDGAR),'co2_org_short_cycle_c_1A2e_EDGAR_consistent',kilotonnes
1927,Emissions (EDGAR),'co2_org_short_cycle_c_1A2f_EDGAR_consistent',kilotonnes
1928,Emissions (EDGAR),'co2_org_short_cycle_c_1A2g_EDGAR_consistent',kilotonnes
1929,Emissions (EDGAR),'co2_org_short_cycle_c_1A2h_EDGAR_consistent',kilotonnes
1930,Emissions (EDGAR),'co2_org_short_cycle_c_1A2i_EDGAR_consistent',kilotonnes
1931,Emissions (EDGAR),'co2_org_short_cycle_c_1A2j_EDGAR_consistent',kilotonnes
1932,Emissions (EDGAR),'co2_org_short_cycle_c_1A2k_EDGAR_consistent',kilotonnes
1933,Emissions (EDGAR),'co2_org_short_cycle_c_1A2l_EDGAR_consistent',kilotonnes
1934,Emissions (EDGAR),'co2_org_short_cycle_c_1A2m_EDGAR_consistent',kilotonnes
1935,Emissions (EDGAR),'co2_org_short_cycle_c_1A3b_EDGAR_consistent',kilotonnes
1936,Emissions (EDGAR),'co2_org_short_cycle_c_1A3b_noRES_EDGAR_consistent',kilotonnes
1937,Emissions (EDGAR),'co2_org_short_cycle_c_1A3b_RES_EDGAR_consistent',kilotonnes
